timestamp,RV,r
2017-08-05 00:00:00+00:00,0.005376875,0.131938742
2017-08-06 00:00:00+00:00,0.003227425,0.046963904
2017-08-07 00:00:00+00:00,0.001891303,0.022253944
2017-08-08 00:00:00+00:00,0.00207211,0.092105211
2017-08-09 00:00:00+00:00,0.010961928,-0.002300407
2017-08-10 00:00:00+00:00,0.002001903,0.017657983
2017-08-11 00:00:00+00:00,0.000960421,0.02992832
2017-08-12 00:00:00+00:00,0.002023377,-0.004207126
2017-08-13 00:00:00+00:00,0.005258908,-0.0386488
2017-08-14 00:00:00+00:00,0.001661214,0.008391845
2017-08-15 00:00:00+00:00,0.005049199,-0.042507295
2017-08-16 00:00:00+00:00,0.001708363,0.046810099
2017-08-17 00:00:00+00:00,0.00113026,0.000731967
2017-08-18 00:00:00+00:00,0.001585964,-0.026284493
2017-08-19 00:00:00+00:00,0.001385579,0.00242135
2017-08-20 00:00:00+00:00,0.000459648,0.014238366
2017-08-21 00:00:00+00:00,0.006939185,0.078163005
2017-08-22 00:00:00+00:00,0.007498142,-0.024553647
2017-08-23 00:00:00+00:00,0.001054772,0.01047992
2017-08-24 00:00:00+00:00,0.000636185,0.021992601
2017-08-25 00:00:00+00:00,0.000981239,0.017046388
2017-08-26 00:00:00+00:00,0.00056001,0.008595653
2017-08-27 00:00:00+00:00,0.000475663,0.044664568
2017-08-28 00:00:00+00:00,0.000757687,-0.001897261
2017-08-29 00:00:00+00:00,0.001657359,0.069303579
2017-08-30 00:00:00+00:00,0.001986148,0.03071959
2017-08-31 00:00:00+00:00,0.000390964,0.013190415
2017-09-01 00:00:00+00:00,0.000719075,0.009385418
2017-09-02 00:00:00+00:00,0.009782384,-0.101727243
2017-09-03 00:00:00+00:00,0.002791516,-0.005113511
2017-09-04 00:00:00+00:00,0.01507005,-0.108177978
2017-09-05 00:00:00+00:00,0.010294933,0.010110929
2017-09-06 00:00:00+00:00,0.003056827,0.058549459
2017-09-07 00:00:00+00:00,0.001425212,-0.011319646
