,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-06-12,0.000325066,0.000116941,0.000121669,0.000106284,7.91E-05,0.012905454,9.26E-05,50.154,50.692,50.042,50.13496
2015-06-15,0.000816762,0.000391432,0.00033682,0.00044937,0.000288433,0.02119567,0.000153997,49.96,50.256,49.202,50.066
2015-06-16,0.000355185,0.000235908,0.000219975,0.000113226,0.000117035,0.017194052,0.000166264,50,50.682,49.81802,50.604
2015-06-17,0.000688114,0.000513906,0.000599775,0.000574368,0.00060259,0.047723609,0.000597863,50.434,52.872,50.40802,52.082
2015-06-18,0.000388468,0.000290214,0.000148974,0.000125504,7.23E-05,0.012977644,0.000104466,52.37,52.692,52.0126,52.38
2015-06-19,0.000204254,9.90E-05,9.86E-05,5.34E-05,4.29E-05,0.014086622,6.17E-05,52.47798,52.76,52.022,52.458
2015-06-22,0.000732832,0.000524563,0.000544255,0.000545374,0.000580929,0.033497335,0.000634137,52.43,52.88,51.138,51.93
2015-06-23,0.000371799,0.000266138,0.000212805,0.000250402,0.000240948,0.03576865,0.000212743,52.152,53.59724,51.71402,53.522
2015-06-24,0.00034751,0.000197025,0.000251047,0.000118301,0.000159717,0.014044699,0.000110172,53.353,53.49,52.744,53.022
2015-06-25,0.000359392,0.000271479,0.000224505,0.000233469,0.000214825,0.022920116,0.000194072,53.296,54.282,53.052,53.764
2015-06-26,0.000237764,0.000122465,0.000150232,0.000146576,0.000162695,0.011958289,0.00013349,53.778,53.84,53.2,53.49398
2015-06-29,0.000956123,0.000591546,0.000367677,0.000185678,0.000224337,0.02001472,0.000332215,52.322,53.19,52.136,52.39
2015-06-30,0.000555947,0.000457059,0.000432937,0.000469462,0.000320686,0.025726815,0.000190249,52.892,54.176,52.8,53.65
2015-07-01,0.000476529,0.000199121,0.00030156,0.000196944,0.000156584,0.017650642,9.80E-05,54.246,54.524,53.57006,53.814
2015-07-02,0.002090255,0.002529402,0.001919109,0.001501784,0.001533303,0.03300107,0.00044955,56.039,56.496,54.662,55.99
2015-07-06,0.000456741,0.000298646,0.000272749,0.000224482,0.000177115,0.019319589,0.000155639,55.7,56.33798,55.26,55.896
2015-07-07,0.001361336,0.001290514,0.001350228,0.001222259,0.001499545,0.07015031,0.000868077,54.97,55.944,52.154,53.592
2015-07-08,0.002347742,0.002299871,0.0026094,0.001616814,0.001472557,0.025239158,0.000648172,51.95,52.16,50.86,50.99296
2015-07-09,0.000638444,0.00072951,0.000873627,0.000672986,0.000721833,0.024093072,0.000164239,51.8955,52.59198,51.34002,51.566
2015-07-10,0.000633041,0.000506687,0.00040171,0.000228025,0.000176055,0.019930387,0.000233387,52.47,52.602,51.564,51.81
2015-07-13,0.000725158,0.000430074,0.000265617,0.000190255,0.000219317,0.025068802,0.000227167,52.45,52.51,51.21,52.438
2015-07-14,0.000420098,0.000166112,0.000133286,0.000152098,0.000120883,0.02081709,0.000130001,52.42,53.19798,52.102,53.14998
2015-07-15,0.000428691,0.000222718,0.000171758,0.000144124,0.000104558,0.020393456,0.000150951,53.46,53.5,52.42,52.65598
2015-07-16,0.00040448,0.000185391,0.000146633,7.85E-05,7.89E-05,0.015311232,7.31E-05,52.844,53.44,52.628,53.314
2015-07-17,0.001125408,0.000883999,0.000808829,0.000811051,0.000611229,0.032683371,0.000547266,54.5,55.108,53.336,54.92002
2015-07-20,0.000692507,0.000447127,0.000389883,0.000296013,0.000371793,0.050406793,0.000387568,55,57.326,54.508,56.4428
2015-07-21,0.002734039,0.001950392,0.001837085,0.001683723,0.001457593,0.025739779,0.000581808,54.01,54.7,53.31,53.356
2015-07-22,0.001180715,0.000605725,0.000465221,0.000316872,0.000194396,0.0346646,0.000404687,52.258,53.888,52.052,53.54602
2015-07-23,0.000644602,0.000329605,0.000260489,0.000233029,0.000234,0.017302974,0.000234598,53.93,53.97998,53.054,53.438
2015-07-24,0.000568924,0.000325175,0.000262753,0.000310019,0.000293747,0.027031199,0.000307242,53.496,54.22,52.774,53.05398
2015-07-27,0.00146079,0.000652366,0.000654512,0.000835172,0.00049773,0.056659865,0.000483507,52.4021,53.082,50.158,50.656
2015-07-28,0.00084053,0.000468004,0.00040402,0.000511723,0.000462828,0.052604638,0.000308161,51.15,53.078,50.35802,52.994
2015-07-29,0.000807956,0.000531148,0.000430914,0.000386008,0.000305783,0.022304733,0.000469085,52.856,53.5819,52.4,52.772
2015-07-30,0.00045191,0.000253473,0.000235215,0.000134445,0.000124311,0.018184038,0.000164672,52.538,53.386,52.424,53.374
2015-07-31,0.003304512,0.000153784,0.000159692,0.000153005,0.000107353,0.038641359,0.000178271,53.52,53.87198,51.83,53.2334
2015-08-03,0.001047175,0.000433143,0.000387063,0.000341191,0.000300444,0.036910772,0.000306345,53.181,53.3475,51.4143,51.99798
2015-08-04,0.011400827,0.002556892,0.000318639,0.000375017,0.000187453,0.031788949,0.000631697,52.002,53.35998,51.6904,53.284
2015-08-05,0.001311205,0.001056107,0.001064961,0.000690016,0.000302556,0.039161631,0.000449122,52.652,54.16,52.08,54.026
2015-08-06,0.007143396,0.005561513,0.005437504,0.007772966,0.009117108,0.077135174,0.002006357,49.934,51,47.214,49.23386
